timestamp,temp,humidity,wind,rain,FFMC,DMC,DC,ISI,nino34_sst,fire
2007-09-01,12.9,74,4.9,0.0,90.1,82.9,735.7,6.2,25.846666666666668,1
2007-09-01,25.9,24,4.0,0.0,94.3,85.1,692.3,15.9,25.846666666666668,1
2007-09-01,14.7,70,3.6,0.0,90.9,126.5,686.5,7.0,25.846666666666668,1
2007-07-01,23.0,36,3.1,0.0,94.2,62.3,442.9,11.0,26.916129032258063,1
2007-03-01,11.8,35,1.8,0.0,87.2,23.9,64.7,4.1,27.01290322580645,1
2007-03-01,11.0,46,5.8,0.0,87.6,52.2,103.8,5.0,27.01290322580645,1
2007-09-01,20.8,17,1.3,0.0,92.9,137.0,706.4,9.2,25.846666666666668,1
2007-08-01,21.5,34,2.2,0.0,90.2,99.6,631.2,6.3,26.270967741935483,1
2007-08-01,20.4,42,4.9,0.0,92.1,111.2,654.1,9.6,26.270967741935483,1
2007-08-01,20.4,42,4.9,0.0,92.1,111.2,654.1,9.6,26.270967741935483,1
2007-08-01,17.6,45,3.6,0.0,91.7,114.3,661.3,6.3,26.270967741935483,1
2007-09-01,27.7,24,2.2,0.0,92.9,137.0,706.4,9.2,25.846666666666668,1
2007-09-01,17.8,63,4.9,0.0,90.3,80.7,730.2,6.3,25.846666666666668,1
2007-10-01,13.8,50,2.7,0.0,92.6,46.5,691.8,8.8,25.432258064516127,1
2007-02-01,13.9,40,5.4,0.0,84.0,9.3,34.0,2.1,26.789285714285715,1
2007-02-01,12.3,51,0.9,0.0,86.6,13.2,43.0,5.3,26.789285714285715,1
2007-03-01,11.5,39,5.8,0.0,89.3,51.3,102.2,9.6,27.01290322580645,1
2007-03-01,5.5,59,6.3,0.0,89.3,51.3,102.2,9.6,27.01290322580645,1
2007-08-01,18.8,35,4.9,0.0,93.0,75.3,466.6,7.7,26.270967741935483,1
2007-08-01,20.8,33,2.7,0.0,90.2,99.6,631.2,6.3,26.270967741935483,1
2007-08-01,23.1,31,3.1,0.0,91.1,103.2,638.8,5.8,26.270967741935483,1
2007-08-01,18.6,44,4.5,0.0,91.7,114.3,661.3,6.3,26.270967741935483,1
2007-09-01,23.0,37,4.5,0.0,92.4,117.9,668.0,12.2,25.846666666666668,1
2007-09-01,19.6,33,5.4,0.0,92.4,117.9,668.0,12.2,25.846666666666668,1
2007-09-01,19.6,33,6.3,0.0,92.4,117.9,668.0,12.2,25.846666666666668,1
2007-03-01,17.2,26,4.5,0.0,91.7,33.3,77.5,9.0,27.01290322580645,1
2007-03-01,15.8,27,7.6,0.0,91.2,48.3,97.8,12.5,27.01290322580645,1
2007-09-01,17.7,37,3.6,0.0,94.3,85.1,692.3,15.9,25.846666666666668,1
2007-03-01,15.6,25,6.3,0.0,91.7,33.3,77.5,9.0,27.01290322580645,1
2007-08-01,17.3,43,4.5,0.0,88.8,147.3,614.5,9.0,26.270967741935483,1
2007-09-01,27.6,30,1.3,0.0,93.3,141.2,713.9,13.9,25.846666666666668,1
2007-02-01,6.7,79,3.1,0.0,84.2,6.8,26.6,7.7,26.789285714285715,1
2007-02-01,15.7,43,3.1,0.0,86.6,13.2,43.0,5.3,26.789285714285715,1
2007-03-01,8.3,72,3.1,0.0,87.6,52.2,103.8,5.0,27.01290322580645,1
2007-08-01,14.7,66,2.7,0.0,90.1,108.0,529.8,12.5,26.270967741935483,1
2007-08-01,21.6,19,6.7,0.0,91.0,121.2,561.6,7.0,26.270967741935483,1
2007-08-01,19.5,39,6.3,0.0,91.4,142.4,601.4,10.6,26.270967741935483,1
2007-08-01,17.9,44,2.2,0.0,90.2,99.6,631.2,6.3,26.270967741935483,1
2007-08-01,18.6,51,4.5,0.0,94.8,108.3,647.1,17.0,26.270967741935483,1
2007-08-01,16.6,47,0.9,0.0,92.1,111.2,654.1,9.6,26.270967741935483,1
2007-08-01,20.2,45,3.6,0.0,91.7,114.3,661.3,6.3,26.270967741935483,1
2007-09-01,21.5,15,0.9,0.0,92.9,137.0,706.4,9.2,25.846666666666668,1
2007-09-01,25.4,27,2.2,0.0,92.9,137.0,706.4,9.2,25.846666666666668,1
2007-09-01,22.4,34,2.2,0.0,92.9,137.0,706.4,9.2,25.846666666666668,1
2007-09-01,25.3,36,3.6,0.0,93.5,149.3,728.6,8.1,25.846666666666668,1
2007-03-01,17.4,25,4.9,0.0,91.7,35.8,80.8,7.8,27.01290322580645,1
2007-08-01,14.7,59,5.8,0.0,90.2,96.9,624.2,8.9,26.270967741935483,1
2007-03-01,17.4,24,5.4,0.0,91.7,35.8,80.8,7.8,27.01290322580645,1
2007-08-01,20.8,32,6.3,0.0,92.3,85.3,488.0,14.7,26.270967741935483,1
2007-08-01,18.2,43,4.9,0.0,91.4,142.4,601.4,10.6,26.270967741935483,1
2007-08-01,23.4,22,2.7,0.0,91.1,103.2,638.8,5.8,26.270967741935483,1
2007-09-01,17.8,64,1.3,0.0,89.7,90.0,704.4,4.8,25.846666666666668,1
2007-02-01,12.7,48,1.8,0.0,83.9,8.0,30.2,2.6,26.789285714285715,1
2007-03-01,17.4,24,5.4,0.0,69.0,2.4,15.5,0.7,27.01290322580645,1
2007-08-01,11.6,87,4.5,0.0,91.4,142.4,601.4,10.6,26.270967741935483,1
2007-08-01,19.8,39,5.4,0.0,91.4,142.4,601.4,10.6,26.270967741935483,1
2007-08-01,19.8,39,5.4,0.0,91.4,142.4,601.4,10.6,26.270967741935483,1
2007-08-01,14.4,66,5.4,0.0,88.8,147.3,614.5,9.0,26.270967741935483,1
2007-08-01,20.1,40,4.0,0.0,94.8,108.3,647.1,17.0,26.270967741935483,1
2007-09-01,24.1,29,4.5,0.0,92.5,121.1,674.4,8.6,25.846666666666668,1
2007-01-01,5.3,78,3.1,0.0,82.1,3.7,9.3,2.9,27.338709677419356,1
2007-03-01,12.7,52,6.3,0.0,85.9,19.5,57.3,2.8,27.01290322580645,1
2007-03-01,18.2,29,3.1,0.0,91.4,30.7,74.3,7.5,27.01290322580645,1
2007-08-01,21.4,33,3.1,0.0,90.2,99.6,631.2,6.3,26.270967741935483,1
2007-09-01,20.3,45,3.1,0.0,92.5,88.0,698.6,7.1,25.846666666666668,1
2007-09-01,17.4,56,5.4,0.0,88.6,91.8,709.9,7.1,25.846666666666668,1
2007-03-01,13.7,43,5.8,0.0,85.9,19.5,57.3,2.8,27.01290322580645,1
2007-03-01,18.8,18,4.5,0.0,91.7,33.3,77.5,9.0,27.01290322580645,1
2007-09-01,22.8,39,3.6,0.0,89.7,90.0,704.4,4.8,25.846666666666668,1
2007-09-01,18.9,35,2.7,0.0,91.8,78.5,724.3,9.2,25.846666666666668,1
2007-03-01,15.8,27,7.6,0.0,88.1,25.7,67.6,3.8,27.01290322580645,1
2007-03-01,15.5,27,6.3,0.0,88.1,25.7,67.6,3.8,27.01290322580645,1
2007-03-01,11.6,30,6.3,0.0,91.7,35.8,80.8,7.8,27.01290322580645,1
2007-03-01,15.2,27,4.9,0.0,91.7,35.8,80.8,7.8,27.01290322580645,1
2007-03-01,10.6,30,4.0,0.0,90.1,39.7,86.6,6.2,27.01290322580645,1
2007-08-01,19.6,36,3.1,0.0,93.0,75.3,466.6,7.7,26.270967741935483,1
2007-08-01,10.3,74,2.2,0.0,91.5,145.4,608.2,10.7,26.270967741935483,1
2007-08-01,17.1,43,5.4,0.0,91.5,145.4,608.2,10.7,26.270967741935483,1
2007-09-01,22.5,42,5.4,0.0,92.4,124.1,680.7,8.5,25.846666666666668,1
2007-09-01,17.9,45,3.1,0.0,84.4,73.4,671.9,3.2,25.846666666666668,1
2007-09-01,19.8,50,5.4,0.0,94.3,85.1,692.3,15.9,25.846666666666668,1
2007-10-01,20.6,24,5.4,0.0,92.6,46.5,691.8,8.8,25.432258064516127,1
2007-03-01,9.0,49,2.2,0.0,87.6,52.2,103.8,5.0,27.01290322580645,1
2007-09-01,17.2,43,3.1,0.0,93.5,149.3,728.6,8.1,25.846666666666668,1
2007-10-01,15.9,46,3.6,0.0,91.4,37.9,673.8,5.2,25.432258064516127,1
2007-10-01,15.4,35,0.9,0.0,92.6,46.5,691.8,8.8,25.432258064516127,1
2007-02-01,15.4,40,2.7,0.0,68.2,21.5,87.2,0.8,26.789285714285715,1
2007-03-01,14.0,39,3.1,0.0,87.2,23.9,64.7,4.1,27.01290322580645,1
2007-03-01,10.6,46,4.9,0.0,89.3,51.3,102.2,9.6,27.01290322580645,1
2007-09-01,17.6,42,3.1,0.0,93.7,80.9,685.2,17.9,25.846666666666668,1
2007-03-01,14.9,38,2.7,0.0,88.1,25.7,67.6,3.8,27.01290322580645,1
2007-08-01,17.6,52,5.8,0.0,93.5,139.4,594.2,20.3,26.270967741935483,1
2007-09-01,17.2,58,1.3,0.0,92.4,124.1,680.7,8.5,25.846666666666668,1
2007-09-01,15.6,66,3.1,0.0,90.9,126.5,686.5,7.0,25.846666666666668,1
2007-07-01,18.0,42,2.7,0.0,85.8,48.3,313.4,3.9,26.916129032258063,1
2007-09-01,21.7,38,2.2,0.0,91.0,129.5,692.6,7.0,25.846666666666668,1
2007-09-01,21.9,39,1.8,0.0,90.9,126.5,686.5,7.0,25.846666666666668,1
2007-08-01,23.3,31,4.5,0.0,95.5,99.9,513.3,13.2,26.270967741935483,1
2007-08-01,21.2,51,8.9,0.0,90.1,108.0,529.8,12.5,26.270967741935483,1
2007-07-01,16.6,53,5.4,0.0,90.0,51.3,296.3,8.7,26.916129032258063,1
2007-08-01,23.8,32,5.4,0.0,95.5,99.9,513.3,13.2,26.270967741935483,1
2007-08-01,27.4,22,4.0,0.0,95.2,131.7,578.8,10.4,26.270967741935483,1
2007-03-01,13.2,40,5.4,0.0,90.1,39.7,86.6,6.2,27.01290322580645,1
2007-09-01,24.2,28,3.6,0.0,84.4,73.4,671.9,3.2,25.846666666666668,1
2007-08-01,17.4,43,6.7,0.0,94.8,108.3,647.1,17.0,26.270967741935483,1
2007-09-01,23.7,25,4.5,0.0,93.7,80.9,685.2,17.9,25.846666666666668,1
2007-06-01,23.2,39,5.4,0.0,92.5,56.4,433.3,7.1,27.53666666666667,1
2007-07-01,24.8,29,2.2,0.0,90.1,68.6,355.2,7.2,26.916129032258063,1
2007-07-01,24.6,43,1.8,0.0,90.1,51.2,424.1,6.2,26.916129032258063,1
2007-09-01,20.1,47,4.9,0.0,94.3,85.1,692.3,15.9,25.846666666666668,1
2007-09-01,29.6,27,2.7,0.0,93.4,145.4,721.4,8.1,25.846666666666668,1
2007-08-01,16.4,47,1.3,0.0,94.8,108.3,647.1,17.0,26.270967741935483,1
2007-09-01,28.6,27,2.2,0.0,93.4,145.4,721.4,8.1,25.846666666666668,1
2007-08-01,18.4,45,3.6,0.0,92.1,111.2,654.1,9.6,26.270967741935483,1
2007-08-01,20.5,35,4.0,0.0,92.1,111.2,654.1,9.6,26.270967741935483,1
2007-09-01,19.0,34,5.8,0.0,92.4,117.9,668.0,12.2,25.846666666666668,1
2007-03-01,16.1,29,3.1,0.0,90.1,39.7,86.6,6.2,27.01290322580645,1
2007-08-01,20.3,41,4.0,0.0,95.2,131.7,578.8,10.4,26.270967741935483,1
2007-03-01,15.2,31,8.5,0.0,90.6,50.1,100.4,7.8,27.01290322580645,1
2007-09-01,17.8,56,1.8,0.0,92.5,121.1,674.4,8.6,25.846666666666668,1
2007-09-01,17.8,67,2.2,0.0,89.7,90.0,704.4,4.8,25.846666666666668,1
2007-03-01,5.3,70,4.5,0.0,84.9,18.2,55.0,3.0,27.01290322580645,1
2007-08-01,16.6,47,0.9,0.0,92.1,111.2,654.1,9.6,26.270967741935483,1
2007-08-01,23.4,33,4.5,0.0,96.0,127.1,570.5,16.5,26.270967741935483,1
2007-03-01,14.6,26,9.4,0.0,91.2,48.3,97.8,12.5,27.01290322580645,1
2007-08-01,20.7,45,2.2,0.0,95.2,131.7,578.8,10.4,26.270967741935483,1
2007-09-01,21.9,35,1.8,0.0,92.9,133.3,699.6,9.2,25.846666666666668,1
2007-08-01,17.4,50,4.0,0.0,85.6,90.4,609.6,6.6,26.270967741935483,1
2007-08-01,20.1,39,5.4,0.0,91.4,142.4,601.4,10.6,26.270967741935483,1
2007-09-01,17.7,39,2.2,0.0,90.9,126.5,686.5,7.0,25.846666666666668,1
2007-08-01,14.2,53,1.8,0.0,90.2,96.9,624.2,8.9,26.270967741935483,1
2007-08-01,20.3,39,4.9,0.0,90.2,96.9,624.2,8.9,26.270967741935483,1
2007-04-01,5.8,54,5.8,0.0,81.5,9.1,55.2,2.7,27.63,1
2007-08-01,19.2,44,2.7,0.0,90.2,99.6,631.2,6.3,26.270967741935483,1
2007-09-01,18.3,45,2.2,0.0,90.1,82.9,735.7,6.2,25.846666666666668,1
2007-08-01,14.4,66,5.4,0.0,88.8,147.3,614.5,9.0,26.270967741935483,1
2007-09-01,23.9,32,6.7,0.0,92.4,124.1,680.7,8.5,25.846666666666668,1
2007-10-01,19.1,32,4.0,0.0,84.9,32.8,664.2,3.0,25.432258064516127,1
2007-02-01,12.4,53,2.2,0.0,86.8,15.6,48.3,3.9,26.789285714285715,1
2007-10-01,16.8,45,4.5,0.0,91.7,48.5,696.1,11.1,25.432258064516127,1
2007-08-01,20.8,34,4.9,0.0,93.9,135.7,586.7,15.1,26.270967741935483,1
2007-09-01,17.6,46,3.1,0.0,91.0,129.5,692.6,7.0,25.846666666666668,1
2007-03-01,11.5,39,5.8,0.0,89.3,51.3,102.2,9.6,27.01290322580645,1
2007-09-01,21.0,42,2.2,0.0,90.9,126.5,686.5,7.0,25.846666666666668,1
2007-03-01,13.3,42,0.9,0.0,90.8,41.9,89.4,7.9,27.01290322580645,1
2007-03-01,11.5,60,4.0,0.0,90.7,44.0,92.4,5.5,27.01290322580645,1
2007-03-01,11.7,33,4.0,0.0,91.2,48.3,97.8,12.5,27.01290322580645,1
2007-08-01,24.2,28,2.7,0.0,95.2,131.7,578.8,10.4,26.270967741935483,1
2007-08-01,24.6,22,4.5,0.0,94.8,108.3,647.1,17.0,26.270967741935483,1
2007-09-01,24.3,25,4.0,0.0,92.9,133.3,699.6,9.2,25.846666666666668,1
2007-08-01,24.6,22,4.5,0.0,94.8,108.3,647.1,17.0,26.270967741935483,1
2007-08-01,23.5,36,5.4,0.0,93.9,135.7,586.7,15.1,26.270967741935483,1
2007-04-01,5.8,54,5.8,0.0,81.5,9.1,55.2,2.7,27.63,1
2007-09-01,21.5,15,0.9,0.0,92.9,137.0,706.4,9.2,25.846666666666668,1
2007-09-01,13.9,59,6.3,0.0,91.0,129.5,692.6,7.0,25.846666666666668,1
2007-09-01,22.6,38,3.6,0.0,63.5,70.8,665.3,0.8,25.846666666666668,1
2007-09-01,21.6,33,2.2,0.0,91.0,129.5,692.6,7.0,25.846666666666668,1
2007-03-01,12.4,54,3.6,0.0,90.1,37.6,83.7,7.2,27.01290322580645,1
2007-02-01,8.8,68,2.2,0.0,83.9,8.7,32.1,2.1,26.789285714285715,1
2007-10-01,20.2,37,2.7,0.0,91.4,37.9,673.8,5.2,25.432258064516127,1
2007-03-01,15.1,64,4.0,0.0,90.6,50.1,100.4,7.8,27.01290322580645,1
2007-09-01,22.1,34,1.8,0.0,92.9,137.0,706.4,9.2,25.846666666666668,1
2007-08-01,22.9,31,7.2,0.0,93.5,139.4,594.2,20.3,26.270967741935483,1
2007-09-01,20.7,37,2.2,0.0,91.0,129.5,692.6,7.0,25.846666666666668,1
2007-09-01,19.6,33,6.3,0.0,92.4,117.9,668.0,12.2,25.846666666666668,1
2007-09-01,23.2,26,4.9,0.0,93.7,80.9,685.2,17.9,25.846666666666668,1
2007-10-01,18.4,25,3.1,0.0,90.6,43.7,686.9,6.7,25.432258064516127,1
2007-08-01,5.1,96,5.8,0.0,93.5,139.4,594.2,20.3,26.270967741935483,1
2007-09-01,20.1,47,4.9,0.0,94.3,85.1,692.3,15.9,25.846666666666668,1
2007-03-01,11.0,46,5.8,0.0,87.6,52.2,103.8,5.0,27.01290322580645,1
2007-03-01,17.0,27,4.9,0.0,91.7,35.8,80.8,7.8,27.01290322580645,1
2007-03-01,17.0,27,4.9,0.0,91.7,35.8,80.8,7.8,27.01290322580645,1
2007-09-01,16.9,60,1.3,0.0,92.4,124.1,680.7,8.5,25.846666666666668,1
2007-09-01,12.4,73,6.3,0.0,88.6,91.8,709.9,7.1,25.846666666666668,1
2007-09-01,19.4,19,1.3,0.0,92.9,133.3,699.6,9.2,25.846666666666668,1
2007-03-01,15.2,27,3.1,0.0,90.1,39.7,86.6,6.2,27.01290322580645,1
2007-08-01,16.2,59,3.1,0.0,90.2,99.6,631.2,6.3,26.270967741935483,1
2007-09-01,18.6,49,3.6,0.0,93.3,141.2,713.9,13.9,25.846666666666668,1
2007-03-01,11.0,46,5.8,0.0,87.6,52.2,103.8,5.0,27.01290322580645,1
2007-07-01,13.4,79,3.6,0.0,88.3,150.3,309.9,6.8,26.916129032258063,1
2007-09-01,15.4,57,4.5,0.0,90.1,82.9,735.7,6.2,25.846666666666668,1
2007-09-01,22.9,39,4.9,0.0,93.5,149.3,728.6,8.1,25.846666666666668,1
2007-10-01,16.1,44,4.0,0.0,91.7,48.5,696.1,11.1,25.432258064516127,1
2007-08-01,20.1,34,4.5,0.0,92.2,81.8,480.8,11.9,26.270967741935483,1
2007-09-01,28.3,26,3.1,0.0,93.5,149.3,728.6,8.1,25.846666666666668,1
2007-08-01,16.4,43,4.0,0.0,92.2,81.8,480.8,11.9,26.270967741935483,1
2007-09-01,26.4,21,4.5,0.0,92.9,133.3,699.6,9.2,25.846666666666668,1
2007-09-01,27.8,27,3.1,0.0,93.5,149.3,728.6,8.1,25.846666666666668,1
2007-09-01,18.7,43,2.7,0.0,91.0,129.5,692.6,7.0,25.846666666666668,1
2007-09-01,24.3,36,3.1,0.0,84.4,73.4,671.9,3.2,25.846666666666668,1
2007-09-01,17.7,25,3.1,0.0,92.5,121.1,674.4,8.6,25.846666666666668,1
2007-08-01,19.6,41,5.8,0.0,91.4,142.4,601.4,10.6,26.270967741935483,1
2007-09-01,18.2,46,1.8,0.0,92.5,121.1,674.4,8.6,25.846666666666668,1
2007-09-01,18.8,40,2.2,0.0,91.0,129.5,692.6,7.0,25.846666666666668,1
2007-09-01,25.1,27,4.0,0.0,92.5,121.1,674.4,8.6,25.846666666666668,1
2007-04-01,13.4,75,1.8,0.0,81.9,3.0,7.9,3.5,27.63,1
2007-04-01,15.2,51,2.7,0.0,88.0,17.2,43.5,3.8,27.63,1
2007-04-01,16.7,20,3.1,0.0,83.0,23.3,85.3,2.3,27.63,1
2007-08-01,15.4,66,4.0,0.0,94.2,122.3,589.9,12.9,26.270967741935483,1
2007-08-01,21.9,73,7.6,1.0,91.8,175.1,700.7,13.8,26.270967741935483,1
2007-08-01,22.4,54,7.6,0.0,91.8,175.1,700.7,13.8,26.270967741935483,1
2007-08-01,26.8,38,6.3,0.0,91.8,175.1,700.7,13.8,26.270967741935483,1
2007-08-01,25.7,39,5.4,0.0,91.8,175.1,700.7,13.8,26.270967741935483,1
2007-08-01,20.7,70,2.2,0.0,92.2,91.6,503.6,9.6,26.270967741935483,1
2007-08-01,28.7,28,2.7,0.0,93.1,157.3,666.7,13.5,26.270967741935483,1
2007-08-01,21.7,40,0.4,0.0,93.1,157.3,666.7,13.5,26.270967741935483,1
2007-08-01,26.8,25,3.1,0.0,93.1,157.3,666.7,13.5,26.270967741935483,1
2007-08-01,24.0,36,3.1,0.0,93.1,157.3,666.7,13.5,26.270967741935483,1
2007-08-01,22.1,37,3.6,0.0,93.1,157.3,666.7,13.5,26.270967741935483,1
2007-08-01,21.4,38,2.7,0.0,91.9,109.2,565.5,8.0,26.270967741935483,1
2007-08-01,18.9,41,3.1,0.0,91.6,138.1,621.7,6.3,26.270967741935483,1
2007-08-01,22.3,46,4.0,0.0,87.5,77.0,694.8,5.0,26.270967741935483,1
2007-08-01,23.9,41,2.2,0.0,94.2,117.2,581.1,11.0,26.270967741935483,1
2007-08-01,21.4,44,2.7,0.0,94.2,117.2,581.1,11.0,26.270967741935483,1
2007-08-01,20.6,59,0.9,0.0,91.8,170.9,692.3,13.7,26.270967741935483,1
2007-08-01,23.7,40,1.8,0.0,91.8,170.9,692.3,13.7,26.270967741935483,1
2007-08-01,28.3,32,4.0,0.0,93.6,97.9,542.0,14.4,26.270967741935483,1
2007-08-01,11.2,84,7.6,0.0,91.6,112.4,573.0,8.9,26.270967741935483,1
2007-08-01,21.4,42,3.1,0.0,91.6,112.4,573.0,8.9,26.270967741935483,1
2007-08-01,19.3,39,3.6,0.0,91.1,141.1,629.1,7.1,26.270967741935483,1
2007-08-01,21.8,53,3.1,0.0,94.3,167.6,684.4,13.0,26.270967741935483,1
2007-08-01,22.1,54,7.6,0.0,93.7,102.2,550.3,14.6,26.270967741935483,1
2007-08-01,19.4,55,4.0,0.0,94.3,131.7,607.1,22.7,26.270967741935483,1
2007-08-01,23.7,24,3.1,0.0,92.1,152.6,658.2,14.3,26.270967741935483,1
2007-08-01,21.0,32,3.1,0.0,92.1,152.6,658.2,14.3,26.270967741935483,1
2007-08-01,19.1,53,2.7,0.0,92.1,152.6,658.2,14.3,26.270967741935483,1
2007-08-01,21.8,56,3.1,0.0,92.1,152.6,658.2,14.3,26.270967741935483,1
2007-08-01,20.1,58,4.5,0.0,92.1,152.6,658.2,14.3,26.270967741935483,1
2007-08-01,20.2,47,4.0,0.0,92.1,152.6,658.2,14.3,26.270967741935483,1
2007-12-01,4.8,57,8.5,0.0,84.4,27.2,353.5,6.8,25.396774193548385,1
2007-12-01,5.1,61,8.0,0.0,84.0,27.8,354.6,5.3,25.396774193548385,1
2007-12-01,5.1,61,4.9,0.0,84.6,26.4,352.0,2.0,25.396774193548385,1
2007-12-01,4.6,21,8.5,0.0,85.4,25.4,349.7,2.6,25.396774193548385,1
2007-12-01,4.6,21,8.5,0.0,85.4,25.4,349.7,2.6,25.396774193548385,1
2007-12-01,4.6,21,8.5,0.0,85.4,25.4,349.7,2.6,25.396774193548385,1
2007-12-01,4.6,21,8.5,0.0,85.4,25.4,349.7,2.6,25.396774193548385,1
2007-12-01,2.2,59,4.9,0.0,84.7,26.7,352.6,4.1,25.396774193548385,1
